id,modified_comment,Cause Span
913650309,Is it possible that my issue described here [URL] is related to this issue here?,Is it possible that my issue described here [URL] is related to this issue here?
630039493,Why is the `| null` part needed? 😕,Why is the `| null` part needed
662642181,I don't understand. Is the concern that there might be multiple instances of the same component running?,I don't understand. Is the concern that there
692424334,Is this logic really needed? If we unroll the loop one more iteration we'll naturally hit the `ts.isArrowFunction` case above.,Is this logic really needed?
698729183,"I'm interested in what other reviewers think of this. In some cases multiple deltas are sent in one updateEditingValueWithDeltas, and in others just one is sent. Is this the cleanest way to do that?",Is this the cleanest way to do that?
691577537,Why is this here?,Why is this here?
922159377,It happens to me too. :disappointed:,It happens to me too. :disappointed:
662652274,This looks worse? It has `number[]` twice.,This looks worse? It has `number[]` twice.
874048172,"[USER] yep, it is bug, we will fix it, so we have it in `experiments` :+1:",it is a bug
613450356,"This name is a little confusing—it looks like it’s getting the constraint of a type argument, and then optionally drilling into a property of that constraint type, based on the syntax location of the cursor. I was confused about why we’d want to get a subtype of a type argument when its constraint is necessarily a supertype of it. Maybe `getConstraintOfTypeArgumentProperty` or something?",This name is a little confusing—it looks like it’s getting the constraint of a type argument
583047802,"I’m going to take a closer look at this implementation today, but first thing to note is that this test doesn’t actually generate the crash at #41925. I haven’t checked yet to see whether your changes do in fact fix that crash, but it seems like the test doesn’t actually prove that the linked bug is fixed.",it seems like the test doesn’t actually prove that the linked bug is fixed.
686060174,It turned out that this was a bit more complicated since we need to update `super` containers with proxies even if they are not async but only if they contain `super` accesses within an async function inside the `super` container. 😱,It turned out that this was a bit more complicated
613542715,ahh well it still is going to build all the time i guess... it was never tested scenario.. so ....,it was never tested scenario..
952016891,"You are right its a duplicate, even tho the issue is not very well described",You are right its a duplicate
177721513,It's merged. :tada:,It's merged. :tada:
688423762,"Correct, just fixed, thank you!","just fixed, thank you!"
644370206,Why just the first one? Why not hide them all?,Why just the first one?
658793281,"Looks fine to me. You could do this with a second regex replace (!) but I don't think it would make much difference to the performance, and this is pretty easy to follow.",Looks fine to me.
910832606,"Looks good to me.
Please move forward with the PRs to get your examples implemented.
Thank you",Looks good to me.
919132145,"[BLOCK QUOTE].
An optional spread argument makes no sense and is invalid. But `fn(...args: any[])` actually is callable without arguments.
[URL]",makes no sense and is invalid.
597535481,"I am maybe missing something but it seems to be a dead code anyways, because `this.watcher` is always `null` at this point so this `if` branch with `this.watcher.pause()` is actually never executed (see line 252)?
[URL]",I am maybe missing something but it seems to be a dead code anyways
657385922,"Same thing here, do we really need to use a todo if this is not meant for us?",do we really need to use a todo if this is not meant for us?
516378355,This might be a premature optimization. Happy to roll it back if people have concerns.,This might be a premature optimization.
955954934,"[USER] and others this has been fixed in latest webpack for almost a week now, please check the last comments and do not copy the first workaround you find - it's both unnecessary and might break other Node tools.",it's both unnecessary and might break other Node tools.
178769538,I prefer how Tobias wrote it. It is more expressive and easier to understand how it works.,I prefer how Tobias wrote it. It is more expressive and easier to understand how it works.
635391807,"OOC, why move this here? :confused:",why move this here? :confused:
540864006,"Yeah, pretty much that exactly.",pretty much that exactly
713436499,yep that is a much nicer way of doing it. Thanks Ron!,much nicer way of doing it. Thanks Ron!
944216399,"While I do agree with [USER] my argument why this shouldn't really be considered a bug would be on a much more fundamental level.
There is not much typescript can do about this without breaking it's [Non-Goal No 3]([URL]
[BLOCK QUOTE].
The only alternative would be treating properties that are known to be getters the same as function calls, which is not what you want in most cases, they are almost always supposed to be treated like regular properties. This kind of check is quite common check to prevent check if a value is not null so flagging it based on the signature alone would be annoying to most people that dont have such edge case uses as they'd have to do the non-null assertion even if it's not really needed.
So yes the only way you could detect it without troubling people when it mostly isn't necessary is by analyzing the flow in depth, which isn't worth it for such an edge case in my opinion but the issue above has more discussion on that.
On top of that a simple way to avoid this using modern ECMAScript features is `a.member?.do()`.",".this shouldn't really be, which isn't worth it"
723625280,"We must not forget to add this at some point, although the text works without it.",We must not forget to add this at some point
175305372,Oops my bad,Oops my bad
685491920,"yeah, sorry my bad :disappointed:",sorry my bad
695142359,"Ouch my eyes hurt as I read what I wrote !
Anyway, the more I look into it, the harder it is for me to find a better wording...I think that the use of the future tense and the ""and"" made me wrongly believe that somehow the second part of the sentence was a consequence of the first one.
Maybe because it just happen that the browser doesn't wait for these operations, the use of the present tense would be more appropriate : _The HeroService must wait for the server to respond, getHeroes() cannot return immediately with hero data, and the browser does not block while the service waits._
If this proposition is not convincing, I think I will consider closing this PR: I would not want to overcomplicate the sentence because I alone mis-interpreted it.
Thank you for having taken the time to answer me 😃",Ouch my eyes hurt as I read what I wrote !
713771774,"Oops my mistake. This should be:
[TRIPLE QUOTE].",Oops my mistake.
665713857,I am a bit torn on instructing people to read the comment for context. Would it be better to express the reasoning here instead?,bit torn on instructing people to read the comment for context
878517138,"[USER] I don't think that it would be possible to get this fixed in Angular v8, but many thanks for investigating the root cause and posting info here.",many thanks for investigating the root cause and posting info here
956013136,"[USER]
This is the correct place to report this issue. Can you provide `flutter doctor -v` and any evidence of plugin unable to release the memory.",This is the correct place to report this issue.
721770912,"Good point and that's pretty slick but it may not help with the ""pretty complicated"" issue :-). Factoring out the resolve function makes it a little more obvious that we're just return the first MaterialStateProperty that resolves to null. So:
[TRIPLE QUOTE].
That's pretty close to what you had, whichever way you find more readable is OK with me.",OK with me.
656631873,"Good point. In that case overflowAlignment applies. This would be a good place to mention overflowAlignment, I'll add it.","This would be a good place to mention overflowAlignment, I'll add it."
691682727,"It doesn't seem to be an easy change, cocoon is still using existing `updateRequest`, which is different from the properties defined in TaskResult. I prefer to have that change in a separate PR to avoid breaking anything before validating the effectiveness of the intended logic. Created [URL] to track.",prefer to have that change in a separate PR to avoid breaking anything
173051390,You should probably delete this..,probably delete this..
800194469,"[BLOCK QUOTE].
No
Problem still exists? Do you try the latest version of v5?",Problem still exists?
681312224,"I think that's a pretty good, realistic example of this 👍","I think that's a pretty good, realistic example of this 👍"
305635514,I see no reason why this can't be inlined into `getPolicy`,no reason why this can't be inlined into `getPolicy`
824976425,"same result unfortunately
[TRIPLE QUOTE].",same result unfortunately
616117268,Seems good!,Seems good!
932418639,[USER] & my approval should be enough for this.,my approval should be enough for this
910717385,My fault :confused:. What should be the name of the option for this case?,My fault :confused:
566340114,"consider unit testing this function. It's a pure function which should make it easy to unit test, it's reusable, and it's non-trivial enough to warrant a test IMHO.",.should make it easy to unit test
932608742,"[BLOCK QUOTE].
My ""pleasure"" (I guess :-D ) [USER]
[BLOCK QUOTE].
Ah, wow. Sorry to learn that, but thanks
[BLOCK QUOTE].
Hehe, that is probably a good thing indeed, but we need to stay realistic until the (featured) templates cover all situations.
[BLOCK QUOTE].
Hehe, the report might seem exaggerated, but the current situation is certainly confusing / sub-optimal. If you are referring to a ""merge request"", I have not changed anything, but it seems trivial.
Is there a reason why this ticket is closed?",wow. Sorry to learn that
788800390,"It is the same problem, duplicate, yes steps are different but the problem is the same",steps are different but the problem is the same
652291343,Is this change still break the G-test or internal test?,still break the G-test or internal test?
887502766,[USER] ci still broken(,ci still broken
702517538,"hi [USER] thanks for catching mistake. Regarding your comment
`we can probably have min/max and a value in tests as float numbers and come up with a case when parseInt would cause an issue`
So I doubt this can be valid scenario because if min is `1.0` and max is `3.0` and user enters just `2` then still it will be correct to user always enter decimal value developers should add pattern or regex.
Please feel free tp correct me If am wrong in above scenario or in case you have other thought in your mind.",.So I doubt this can be valid scenario
954948987,"Yeah, that's a good suggestion.",that's a good suggestion.
171155778,Not sure I agree with this particular change. It breaks the grammar of the sentence.,Not sure I agree with this particular change.
553662723,"Also, whatever function this ends up using, it’s likely to be more expensive than the next couple conditions in this function, so this calculation should be moved to be the last.",it’s likely to be more expensive than the next couple conditions in this function
725279828,"Thanks, that explanation makes sense.","Thanks, that explanation makes sense."
902995065,"I agree that I rarely need this feature, however when I use any of the 'tsconfig' packages, e.g. [URL] I often want to use both that and some base config that has my common rules in. Currently, the only way to use tsconfig packages is to maintain parity -- which is, to some extent just fine.",I agree that I rarely need this feature
881669113,"Heya, sorry it took me a while to respond. I think I understand what you mean in your last comment about parameter normalization and I agree that it's a different issue, so no need to worry about that in this PR. I think I agree with your analysis that numeric parameters should not cause normalization failures due to a hidden conversion to strings.",.I think I agree with your analysis
629735298,"That looks good, but you could also just use a class field in the binding and update it [as described here]([URL]",That looks good
477496765,"oh, that makes sense; `@see {@link ... }` is a pretty common construction I think. never mind.",
702198884,that makes sense. just FYI this may lead to a bigger overall image size (although maybe with caching image size isn't an issue for our cirrus builds?),that makes sense
951499389,"Ahh yes ok, that makes sense.","Ahh yes ok, that makes sense."
740060843,"I am not convinced that multiformat runs of ngcc are more typical even on the command line.
Obviously the CLI will target only one property per entry-point.
But command line users who are not doing something similar (by providing a list of acceptable properties and asking to only build the first one) are probably wasting a lot of time processing formats that are not used.
But I think it is reasonable to keep one of the two (property or format) in the info message. But I found that keeping both just added a lot of noise to the message, making it less helpful.","I am not convinced that multiformat runs of ngcc are more typical even on the command line.
"
877601081,"I feel that this decision is wrong in many ways.
* Angular and RxJS go hand in hand from the beginning. In fact I came to know RxJS thanks to Angular. I don't think this was a bad decision. It was a nice standard way for Angular to be reactive. For me the places where it was not used, like `@Input` or lifecycle hooks, feel out of tone from the rest of Angular.
* How do you plan to remove or replace Angular's dependency on RxJS without introducing a massive backward incompatibility breakup like in the AngularJS -> Angular 2+ era? Don't repeat history but learn from it!
* If you manage to not create backward incompatibility issues, then why do you think that introducing input as observable will?
* It _already_ is possible to merely see the usage of observable/observer as a Subscribable pattern. RxJS was meant to be functionality around this pattern. But because Observable was not an ECMA standard like Promise, Observable was included in RxJS. If I remember correctly, Ben Lesh regrets his decision not to make Observable a separate lib apart from RxJS, because now the two are seen as one while in fact they are not.
I hope this decision is reverted soon and Angular will return to it's declarative reactive path instead of holding on to partly forcing users to use error prone imperative reactiveness.",that this decision is wrong in many ways.
872327838,I'm afraid that this got no community support.,I'm afraid that this got no community support.
537022104,"Sorry that was a bit unclear. I'm not against the prefix. I was only complaining about the `Compilation finished` message, which is redundant to the `webpack compiled successfully` message in the stats output. A prefix is good in general for all other messages...",sorry that was a bit unclear
527286267,"I was worried that, if I declared it as something other than an expanded union, we might change the representation in the future, silently invalidating the test. For example, one can imagine specializing type comparison for string template types so that the union didn't have to be expanded. TBH, string template types hadn't occurred to me, but I did specifically avoid using conditional spreads.","I was worried that, if I declared it as something other"
957179425,"Flutter has not provided us a way to change it, so the document is impossible for now.",the document is impossible for now.
925392557,Unfortunately the fix wasn't quite right and we decided to revert it and investigate more for next release—see #46009 and #46012,the fix wasn't quite right
713918292,Ya that's totally fair! I decided to add it for both test cases just for my own sanity that it narrows it down correctly. Appreciate the help and guidance 😄,Appreciate the help and guidance
638742132,I like the idea of having a class 👍,like the idea of having a class
933258523,"Also somewhat related: #41470.
---
I find the idea of ""local"" types declared within the implementation body to leak outside extremely unpleasant and disturbing. This would also require additional new syntax for declaration files, which was not considered at all in this issue. I hardly see any benefit and a lot of complexity.
And unfortunately the issue template for feature requests was not filled out.",.the issue template for feature requests was not filled out.
534503726,"I love the subtlety of this fix and I keep on being amazed that DevTools ""fuzzes"" TypeScript 😂","subtlety of this fix and I keep on being amazed that DevTools ""fuzzes"" TypeScript"
722474737,"I definitely agree that the name is confusing, but couldnt think of a great way to create a new variable which remains backward compatible. Let me give it another go. I like the suggestions you gave above",like the suggestions you gave above
608001823,"There are a couple failing tests now; I’m guessing some of this was still important. If I had to guess, I would say that this `else` block needs to be preserved for insertions where the next element is on a different line.",there are a couple failing tests now
917098487,"Oh, there are different failures now 😞 I'll have to take another look 😅",there are different failures now 😞
247910899,"""I thought the original pull request needed just a rebase. I'll look into it. Do you have any suggestions what needs to be done?
Also - I'm not sure why there was such a complex test function [URL], the test can be simpler, right?
And looking at it some more, maybe `Preserve existing chunk as an entrypoint when it has matching modules` is not a very clear description, or is it? I'd suggest something like `Preserve entrypoint when it has same name as chunk`?""","I'm not sure why there was such a complex test function [URL], the test can be simpler, right?"
724075575,"There's really no need to get so defensive, this wasn't meant as an attack or anything like that. I saw a discrepancy and voiced concern. Just ignoring the question and just closing it wasn't the nice way.
There are many different ways to solve this issue. Which way is a good one highly depends on the existing code base and the stance of the team regarding this, and my knowledge about the code base is very little.
- Make the `name` property of the existing interface optional.
- Add a new interface with the `name` property optional for this case.
- Use a null-object if an empty name is valid (might cause issues at different locations when a non-empty string is expected).
- Do the workaround just as you did.","There's really no need to get so defensive, this wasn't meant as an attack or anything like that. I saw a discrepancy"
692538172,"these comments seem superfluous to me -- the intersection one might need a comment if it were on its own, but here it's clearly the inverse of the union case, and the union case is clear as-is",these comments seem superfluous to me
644290236,I don't think .call is necessary here,I don't think .call is necessary here
873375987,"I don't think we are at a point where adding this syntactic sugar would improve things noticeably. The `entryComponents` are no longer a thing, so that improves the situation a bit.
Also, we would need to keep the existing APIs, because there are cases where you want more configurability. As a result, we would be introducing multiple ways to achieve the same thing, which is undesirable.
Based on the above (and the relatively low number of upvotes), I am going to close it. In the future, once the `@angular/elements` APIs are more refined and stabilized, we can look into ways to streamline the syntax.",I don't think we are at a point where adding this syntactic sugar would improve things noticeably.
646867180,"I don't think we can't do this, because it will be different depending on what the width of someone's terminal would be when running the tests (aka it'd be inconsistent)",don't think we can't do this
572453108,I don’t understand this; can you explain?,I don’t understand this
680512074,"Why this change? ""Native"" sounds more appropriate/accurate than ""built-in"" here :confused:","Why this change? ""Native"" sounds more appropriate/accurate than ""built-in"" here :confused:"
644306608,"Sorry, I don't understand this comment.",I don't understand this comment.
694843924,"This comment is outdated now, It defaults to 80 all the time regardless of labelBehavior",This comment is outdated now
708503165,I don't think this import is necessary. What was the reason for adding it?,I don't think this import is necessary.
159985236,Right. This is embarrassing...,This is embarrassing...
561371829,"in context, I think this is a pretty good name.",I think this is a pretty good name
681206232,"Oh I see, the rest was factored out of the assert. This is a really nice clean up.",This is a really nice clean up
654710933,"This is getting a bit too clever... it seems we're relying on the fact that this returns `undefined` for all _other_ kinds of type nodes, correct? At the very least, we should have a comment here explaining:
1) what kinds of nodes we want to return `INELIGIBLE` for, and why.
2) the mechanism by which eligible nodes end up getting selected.",This is getting a bit too clever...
656585390,"yes, this is the way i will go about fixing this issue. Please make sure the mechanism is only enabled during debug mode, i.e. wraps the logic in an assert","yes, this is the way i will go about fixing this issue."
916475242,Closing. This isn't feasible at this time.,This isn't feasible at this time.
526495093,You are right.. this must be friday evening brain fog.. external projects can create configured projects not inferred projects so this doesnt make sense. i am updating the test case..,.this doesnt make sense
665722743,Just wanted to note that I appreciate this name to avoid the keyword `class`,Just wanted to note that I appreciate this name to avoid the keyword `class`
641696774,"Wow, this was a tricky one. Thank you!",this was a tricky one. Thank you!
947000738,"[BLOCK QUOTE].
This is very disappointing - this will require us to introduce a build step in our monorepo development environment",This is very disappointing - this will require us to introduce a build step
730257276,This class doesn't seem to be used 😕,This class doesn't seem to be used 😕
684542134,It's not clear to me what the differences are between expand and extend from reading the documentation.,It's not clear to me what the differences are between expand and extend from reading the documentation.
678671514,This sentence is hard to understand. Maybe rephrase?,this sentence is hard to understand
956260525,I don't understand the use case. This would add unnecessary complexity with no real benefit.,would add unnecessary complexity
902790283,Very good point.,Very good point.
175672802,"Yeah, will edit that, sorry. :smiley:, wanted to ask question related to mocking.",.will edit that sorry
184581200,"I agree we can discuss there. If we need to change, I'll go in and remove where needed.",I agree we can discuss there.
856050690,"Sorry we can't fix it in webpack or webpack-dev-server, anyway feel free to feedback",sorry we can't fix it
274094522,"Yes, We need to implement features that can be used with the file/url-loader. So, I want to implement it in the next step. Also, I want to move all test cases from these loaders.",.can be used with the file/url-loader
163396586,"Touche. Haha well we should just update them all in one PR, not this one though. 😂",Touche. Haha well we should just update them all in one PR
615399836,😕 So we should simply ignore private `Symbol.iterator/Symbol.asyncIterator` when checking unused members?,So we should simply ignore private
637396180,"Is this actually relevant to this bug?
It seems to me that this PR has two parts:
1) Fixing the bug which is when there is only one task, and that task has a error, we were not throwing the error.
2) Speeding up the case where there are multiple tasks but only one of them has an error.
Is the second part actually necessary? I think the code could be smaller without this performance change.",.Is the second part actually necessary
938967285,"Merge assistance: it looks like NgBot is confused: the necessary approvals were provided, so it's safe to proceed with the merge.",it's safe to proceed with the merge
562449136,"Wait, what do you mean? And is this a TS bug too?",what do you mean?
920818407,[USER] I actually don't understand what is an issue? original issue fixed in webpack[USER],I actually don't understand what is an issue?
923881959,"That is an interesting idea [USER] I think the wording should not mention redirects, since that is not what is happening. Perhaps ""leaves angular.io domain"" or ""external URL"" might be accurate.",.might be accurate
903122738,"But you can use `--profile` and avoid output stats, I don't understand what is the problem with `--stats verbose`",I don't understand what is the problem with
661718222,"[BLOCK QUOTE].
It sounds like with the current implementation something in the first row should be auto-focused, and then it will be unfocused so the scope is gonna get the focus,
and with this patch the second row (or whoever got mounted first and remain attached after the first frame) should be autofocused.
I'm not sure what the expected behavior is in this case.",I'm not sure what the expected behavior is in this case
646623642,I’m not 100% sure what the implications are for removing it—we should check with [USER] ad [USER].,I’m not 100% sure what the implications are for removing it
651170934,not sure what this id is adding. Is this meant to be used in the test?,I am not sure what this id is adding.
719360325,"sweet! I love what you did here [USER], the assertions are much nicer after JSON.parse. Awesome!",sweet! I love what you did here [USER]
692149722,"You're right. What's a better wording for this paragraph?
How about
[BLOCK QUOTE].",What's a better wording for this paragraph?
664890186,I'm... Not even sure what's different at a glance,Not even sure what's different
880021733,Jetbrains has their own analysis of Angular templates so it's unclear whether this is an Angular bug or not.,it's unclear whether this is an Angular bug or not.
722392706,Why did you mark this conversation as resolved? I'm confused.,Why did you mark this conversation as resolved? I'm confused.
716975979,"This looks scary, why we need to put this in a microtask? also do we need to debounce?","This looks scary, why we need to put this in a microtask?"
665720185,"Not sure why we're doing case analysis here. The value of `shape` can be any OutlinedBorder, not just one of the predefined subclasses. Why is `shape!.paint(canvas, _thumbRect!)` insufficient?",Not sure why we're doing case analysis here.
166578897,"Guys I just hadn't the time to finalize the local stuff I'm working on for the `postcss-icss-*` side of affairs, this stuff (dependencies) will be moved soon from the PR :D 😛. Happy with every `postcss-value-parser` that is capable of parsing `@import/url()` for the initial `CSSParser` in it's default state. `css-modules` will still be an opt-in either via `postcss-loader` or something like
[TRIPLE QUOTE].",:D 😛Happy with every `postcss-value-parser` that is capable of parsing `@import/url()`
952413616,[USER] says verbally that he's ok with it too.,he's ok with it too.
567249541,"I agree with the more general point that it is rarely useful to look at the constraints of types when determining whether one is an instance of the other. I do think, however, that this is one of the rare cases where it actually is useful.
I completely agree with all the other points you're making 🙂
I also added your example to the test, although I don' think it will be immediately impacted by the change.",I agree with the more general point that it is rarely useful to look at the constraints of types
950480127,"[BLOCK QUOTE].
Works perfectly that way! Thanks!",Works perfectly that way! Thanks!
550365711,"Love it. how do we do that?
Update: Well you already explained. I'm gonna try to do it 😅",.Love it
738877939,"I love this!!!! George, you are awesome! 😄","I love this, George you are awesome, 😄"
552161218,You are right because it would resolve completely to actual path even if equivalent of npm link kind of thing is used .,You are right because it would resolve completely to actual path
715216708,"Unfortunately, you can't change the name and remove bringup from this PR","Unfortunately, you can't change the name"
568290121,"You cannot rely on parents in transformers, prior transformations do not set them so they are likely to be `undefined`.",You cannot rely on parents in transformers
655711946,You could certainly be seeing an artifact of the fourslash client 😬. Have you checked the behavior against a Real Editor?,You could certainly be seeing an artifact of the fourslash client 😬
742167525,"You saved me a few minutes of head-scratching staring at that URL, I appreciate it!",You saved me a few minutes of head-scratching staring at that URL
897875936,"[USER] unfortunately as [USER] mentioned without a reproduction, even shared privately it will not be possible to get to the bottom of this.","without a reproduction, even shared privately it will not be possible"
453322531,cache results at least for first one.. not sure because of merge result is cached (at least for resolver options),not sure because of merge result is cached (at least for resolver options)
657494742,"Yes, because usage indicates that it's unhelpful.","Yes, because usage indicates that it's unhelpful."
703903526,"The wording here is inconsistent with other similar messages, such as: [URL] [URL] [URL] [URL] [URL] Not that we're terribly consistent, but ""cannot be specified"" and ""can only be used"" are the most common qualifiers we use."," consistent, but ""cannot be specified"" and ""can only be used"" are the most common qualifiers we use."
787106547,"Yes, `output.devtoolNamespace: 'no_slashes_here'` fixes the issue, by just using something other than package name, thanks. Sorry for bothering, i should probably read the entire webpack docs from start to finish one day. Stackoverflow couldn't help for days.
I am still a bit confused, why a default of package name including slashes was chosen, but i guess I can wonder about that after some more research on the topic.
Thanks again :)",why a default of package name including slashes was chosen
866833762,You can't do it dynamically,You can't do it dynamically
685514378,"You are totally right about the commas and the regex, I actually took a very naive and brittle approach and felt ok with it because it passed all the tests
as soon as you mentioned that and I noticed a regex I right away got what where you were saying and totally agree with you of course
I'll see to make the change and add the tests, so sorry for my silliness :bow: :bow: :bow: :cry:",sorry for my silliness
732155277,Thanks for the picture. This is great context that should be added as a comment,This is great context
726535928,"[USER] thanks for your excellent code review, I totally missed both of those.",thanks for your excellent code review
738369609,"Your approach looks fine to me :smiley: The only thing is that the last part, `(?<!\d)}` would incorrectly skip (i.e. not escape) something like `x1}`. So you could make it more strict with `(?<!{\d+)}`. You can also simplify the middle part: [TRIPLE QUOTE]. Other than that, looks great 👏",Your approach looks fine to me 
730143882,"Your changes do seem to be doing the trick and the tests pass with them, thank you very much, I committed them
(but I will need to come back to this tomorrow with a clearer head and reason about this stuff to understand the logic better :sweat_smile:)",Your changes do seem to be doing the trick and the tests pass with them
897560867,"[USER] Thanks for the quick answers! It is good to have this cleared out of the way.
I do like your clarification on how this is a different dynamic as using Angular elements.
[BLOCK QUOTE].
This would be the same thing as it is for stand-alone(module-less) components, or am I looking from the wrong side? Those problems need to be solved anyway for truly dynamic components as far as I can see.",It is good to have this cleared out of the way.
523003305,"I'm not sure how to fix this, nor if this is acceptable in this test case. Namespaces in TS are magic to me 😅",Namespaces in TS are magic to me
694986103,This is nice and clean! Awesome!,This is nice and clean!
912968761,"When you create reproducible test repo please avoid using private package, unfortunately nobody can test it: [TRIPLE QUOTE].",unfortunately nobody can test it
498581436,"Slightly afraid of all the places that are going to need to be patched up in the future to check like this, but I guess that's programming",all the places that are going to need to be patched up in the future
932410737,"[BLOCK QUOTE]. Great. I'll wait for everything to go green, then merge and sync. I'm a bit scared of missing stuff in the Slack, so pls remove the merge label if that changes!",scared of missing stuff in the Slack
164284889,Nope this is still proof of concept and is a good reminder that I forget console logs. 😬,I forget console logs. 😬
779270595,"Yep, bug, thanks for the issue","Yep, bug"
161802761,"neat, thanks for the tip.",thanks for the tip.
706383441,"Thank you for this suggestion! Just made the change, the variable names are definitely more understandable now.",Thank you for this suggestion!
694266175,"Ah my bad! Thanks for your comment [USER] I think my confusion comes from the fact that I made the wrong assumption that part ""the browser will not block while the service waits"" was a consequence of the first part of the sentence. Here is a proposition of a new wording: _The HeroService must wait for the server to respond, getHeroes() cannot return immediately with hero data, and because the browser don't block while the service waits the heroes property won't be updated._
What do you think?",Ah my bad! Thanks for your comment
680251404,"That is actually a good point, let me think about this more",That is actually a good point
657684839,😱 - good spot.,😱 - good spot.
499866755,ah! Got it [USER] thank you.,ah! Got it [USER] thank you.
736878776,"I'm not sure, this test is similar to the previous one for ltr text.",this test is similar to the previous one
688922297,"Ah good point, not sure how I missed that 😅",not sure how I missed that
946029784,[USER] [USER] I am not sure how to fix this since I cannot reproduce locally. Do either of you have ideas for a fix?,not sure how to fix this since I cannot reproduce locally
803216554,"I have signed CLA but job is marked as Pending, not sure how to resolve.","job is marked as Pending, not sure how to resolve."
942688270,I closed it because it's gotten 3 upvotes over the past 3 years,it's gotten 3 upvotes over the past 3 years
705653059,Feel free to file a bug for that - that code has a history of breaking :\,that code has a history of breaking :\
919082522,I disagree. A framework is exactly that: Decreasing the complexity and amount of written code and avoiding duplicate boilerplate code., A framework is exactly that
638232605,"I was thinking about this check more and I think this might actually become a source of flakes on CI. Also since this check would be invoked for each change and some URLs might become unreachable over time, we may end up with failing CI for main branches that would not be directly related to the changed code.
I think the check is still useful, but I'd propose making it a warning instead and log the findings to the output (avoid throwing an error). In this case we would have all the necessary info and tooling to do these cleanup once in a while, but avoid flakes and CI failures due to 3rd party websites availability.",.we may end up with failing CI
671719392,I am not sure about this... it looks nicer but maybe it's be better not to use new JS features?,it looks nicer but maybe it's be better not to use new JS features
662590100,Yeah that sounds good! I was a bit confused about what `delta` was since there are at least 2 pointers involved in a scale gesture.,I was a bit confused about what `delta` was since there are at least 2 pointers involved in a scale gesture.
944899862,"Please vote for specific issues, or file new issues with specific details if you have issues that are not already filed.
Closing as this is not an actionable issue.",Closing as this is not an actionable issue
881785239,"I see the problem here, but unfortunately Angular does allow recursive components, so I don't think we can automatically make this an error.", Angular does allow recursive components
625279107,It doesn't appear to be deleted?,It doesn't appear to be deleted?
685384838,aren't these Fuchsia specific too? Are they passing because they are working correctly or just passing by mistake?,Are they passing because they are working correctly or just passing by mistake?
82121251,I am not sure what you mean by that,what you mean by that 
89186541,It seems like you don't use this require anywhere?,seems like you don't use this require anywhere?
90701231,oops 😅 I haven't implemented the tests yet so I hadn't audited yet.,oops 😅
92501584,"I also agree, but lets keep them for now since we aren't done with setting it up on webpack.js.org yet.",I also agree
94004246,These conditions are weird. A test should have an expected behavior and not two possible.,These conditions are weird.
94004395,I simply took what was above in the same file! I do agree they don't really make sense though.,I do agree they don't really make sense
94057267,"[USER] my bad! Thanks for the suggestion, I have removed the leftovers from testing.",Thanks for the suggestion
94108066,"No probs, thank you for double checking.",thank you for double checking.
94288011,I made my first commit at 4AM :-) May be why! Thank you,May be why! 
94291425,wrapping these lines into block will make linter happy :),wrapping these lines into block
94314710,Thanks for the feedback. Done,Thanks for the feedback.
94482514,I'll wait on this one before merging. Nice work overall.,Nice work overall.
94504993,"Yeah, that makes sense. I have omitted the output property from the test.",that makes sense.
94506335,"not sure, which space are you guys referring to? or should i add one here?","not sure, which space are you guys referring to?"
94530840,"Yeah that looks great, I think that is a good approach.",that is a good approach.
95046608,Heh didn't even notice this in the src before that's awesome.,didn't even notice this in the src 
95076433,❓ Not sure if this file should have been committed,❓ Not sure if this file should have been committed
95499985,[USER] I thinks it's better to leave it as is (i.e. string concatenation) than this for better readability,better to leave it as is
96147085,probably much more readable :D like that.,much more readable
97830353,"Done. Strangely, falling tests, when I tried to remove it before","Strangely, falling tests, when I tried to remove it before"
101927254,That's not the same as before. Would be a breaking change if you change this.,Would be a breaking change
101964698,uhh good catch. and yes should have further cleaned up.,good catch
102410303,"This is unrelated to your changes. Could you rollback this, please?",unrelated to your changes.
108326688,My bad. Looks like didn't load the .editorconfig at the time. It's weird. I've reinstall my editor plugin then fixed it.,Looks like didn't load the .editorconfig
112711969,"You forgot to add the prettier rule to the eslint rules. This does nothing currently.
[URL]",You forgot to add the prettier rule
117588007,on second thought not sure i should have switched n and t. it looks like it might change the behavior of the resulting code. but i'm not sure why the output switched either.,not sure i should have switched n and t.
122603437,"yeah, I wasn't sure if this approach is ok and if I wanted to shadow as little as possible from the initial set (: happy to add some logic there",(: happy to add
132652883,That's a great idea. A Tombstone object,That's a great idea
138079032,Okay thanks. I wasn't sure about that.,wasn't sure about that.
139083319,"I guess this could be more efficiently processed, but I guess it would break the code generation because of the assumption that the prefix can be replaced with a string literal.
But as nobody writes such code by hand and babel won't generate this code (first argument to concat is always an expression), we can keep it simple.",it would break the code 
139258275,"Oops, that wasn't intentional",that wasn't intentional
150086821,If this is just github displaying tabs `\t` weirdly forget what I said then 😛,😛
152751925,should not be here,should not be here
153119784,Not sure if it's a good idea to set this global variable here.,not sure if it's a good idea
157323470,I think I like your first suggestion because it allows us to keep the hooks in one place.,like your first suggestion
157376729,"hmm for some reason i thought it was opposite, updating. Thank you [USER]","i thought it was opposite, updating."
157990120,"Not sure about this. Once `prettier` will land, we won't have to worry anymore",not sure about this
