Issue_ID,User,Comment_ID,Date,Comment,Emotion Causes,UserType
57214,janpfeifer,1401568296,2023-01-24 8:51:14,"hi @mohantym , I haven't had the opportunity to use it again so I haven't tried it.
But from what I was told the Go API is no longer maintained and a friend who is actually trying to use it had to patch the current API, and is planning to wrap their TensorFlow needs in a small C code, and create their own Go API for that.
It's quite sad actually, that TensorFlow is dropping the support for various languages outside python.","""It's quite sad actually, that TensorFlow is dropping the support for various languages outside python.""",CONTRIBUTOR
59029,jprabhas,1401105719,2023-01-23 22:39:53,"@cheshire , the tests on this PR (CodeCheck and Py+Cpp) seem to be stuck. They have been running since Friday, 01/20. Could you please check what's going on with these tests ?",tests on this PR (CodeCheck and Py+Cpp) seem to be stuck.,CONTRIBUTOR
59213,annop-w,1400998820,2023-01-23 21:22:31,@penpornk Looks like the pipeline is broken. All red for other PRs with the same error.,Looks like the pipeline is broken.,CONTRIBUTOR
59101,nluehr,1400768477,2023-01-23 18:10:32,@rainwoodman is the merge of this PR blocked by something?,is the merge of this PR blocked by something?,CONTRIBUTOR
59213,annop-w,1400675198,2023-01-23 17:00:44,The ARM CI pipeline failed even before running the tests https://github.com/tensorflow/tensorflow/actions/runs/3988056012/jobs/6839402805#step:5:16929,The ARM CI pipeline failed even before running the tests.,CONTRIBUTOR
59213,annop-w,1400600145,2023-01-23 16:07:36,"@penpornk I have been trying to reproduce the failure locally, but without success so far. Could we try running the CI pipeline once more ?","I have been trying to reproduce the failure locally, but without success so far.",CONTRIBUTOR
59416,synandi,1399969635,2023-01-23 8:32:46,"Hi @nimashiri,
You are sending invalid inputs to the `sparse_concat`. Please note that
- The first argument of `sparse_concat` should be a list of at least two 2-D Tensor objects with type `int64`. - The third argument(shapes): The shape of a tensor must be a tuple of non-negative integers, but you are passing negative integers to it. Please find the gist of working code [here](https://colab.sandbox.google.com/gist/synandi/74792a6ec1c2b1f460a9773087ca7f14/59416.ipynb). Thank you!","""You are sending invalid inputs to the sparse_concat.""",CONTRIBUTOR
59350,mihaimaruseac,1399378528,2023-01-22 1:28:43,This is not an issue. You are sending invalid inputs to the API and the API returns a custom error back,"""You are sending invalid inputs to the API and the API returns a custom error back.""",COLLABORATOR
58206,LukeBoyer,1399166794,2023-01-21 3:37:17,"Hi @gsirocco, I can confirm I can reproduce this by running the supplied code. Just to confirm, are you receiving this same warning?
`tensorflow/lite/python/convert.py:789: UserWarning: Statistics for quantized inputs were expected, but not specified; continuing anyway.`","""I can confirm I can reproduce this by running the supplied code. Just to confirm, are you receiving this same warning?""",CONTRIBUTOR
59318,trevor-m,1397735420,2023-01-19 23:20:13,"> Eek, that's a lot of changes. Just double-checking: do we have a sense of whether these all work with rocm as well?
Hi @cantonios, there is no actual change happening in this PR. This is just moving the call to `TF_CALL_bfloat16` from each individual op to the `TF_CALL_GPU_NUMBER_TYPES` macro.
If there was no problems with rocm before there should be no effect.","""That's a lot of changes. Just double-checking: do we have a sense of whether these all work with rocm as well?""",CONTRIBUTOR
59029,jprabhas,1397409293,2023-01-19 18:13:33,"> Where is this previous comment?
I couldnt find that comment either. Could you add it again, @cheshire ?","I couldnt find that comment either. Could you add it again, @cheshire ?",CONTRIBUTOR
58806,mihaimaruseac,1397378844,2023-01-19 17:49:41,Can you please make this against master branch?,Can you please make this against master branch?,COLLABORATOR
59310,cantonios,1397214976,2023-01-19 16:03:54,"Rather than add a warning in the documentation, it would be better to fix the underlying issue. Can you file an issue instead?","Rather than add a warning in the documentation, it would be better to fix the underlying issue. Can you file an issue instead?",CONTRIBUTOR
59278,penpornk,1396577757,2023-01-19 8:01:37,PR https://github.com/tensorflow/tensorflow/pull/59253 already went in. Could you please help resolve merge conflict?,"""Resolve merge conflict?""",MEMBER
58451,nyadla-sys,1396323619,2023-01-19 1:25:53,"I still see below issue with tf-nighty
0x00007fffcb614553 in mlir::quant::QuantizedType::getExpressedType() const () from ~whisper-tflite/venv/lib/python3.10/site-packages/tensorflow/python/_pywrap_tensorflow_internal.so",I still see below issue with tf-nighty 0x00007fffcb614553 in mlir::quant::QuantizedType::getExpressedType() const () from whisper-tflite/venv/lib/python3.10/site-packages/tensorflow/python/_pywrap_tensorflow_internal.so.,MEMBER
58966,sachinprasadhs,1396191299,2023-01-18 22:40:23,"When `validation_steps' > len(Dataset)` as per the existing implementation where it runs validation for first epoch is proper. Otherwise, it would increase the evaluation time when the validation is performed on each epoch for the above scenario.","""validation_steps"" > len(Dataset)",CONTRIBUTOR
59292,sachinmuradi,1387444050,2023-01-18 17:22:17,"> Could you please help fix the [PyLint error](https://github.com/tensorflow/tensorflow/actions/runs/3949051506/jobs/6759788729)?
> > ```
> tensorflow/dtensor/python/tests/test_util.py:278:0: C0301: Line too long (81/80) (line-too-long)
> ```
@penpornk Pushed the Fix for pylint error.","""PyLint error""",CONTRIBUTOR
59123,sushreebarsa,1387394184,2023-01-18 17:00:03,"@nimashiri Sorry for the late response!
I tried to execute the provided code and colab is crashing during execution.
Please check this [gist ](https://colab.research.google.com/gist/sushreebarsa/3e44c83f10a0e242e6c88958b0386e7d/59123.ipynb)and confirm the same?
Thank you!","""I tried to execute the provided code and colab is crashing during execution.""",CONTRIBUTOR
59293,mihaimaruseac,1387267143,2023-01-18 15:36:32,Please send PRs with size difference too.,"""Please send PRs with size difference too.""",COLLABORATOR
59029,cheshire,1387227908,2023-01-18 15:10:16,@reedwm Seems the previous comment about a request to change the variable name is not addressed?,Seems the previous comment about a request to change the variable name is not addressed?,MEMBER
59292,penpornk,1387064793,2023-01-18 13:21:02,"Could you please help fix the [PyLint error](https://github.com/tensorflow/tensorflow/actions/runs/3949051506/jobs/6759788729)?
```
tensorflow/dtensor/python/tests/test_util.py:278:0: C0301: Line too long (81/80) (line-too-long)
```",tensorflow/dtensor/python/tests/test_util.py:278:0: C0301: Line too long (81/80) (line-too-long),MEMBER
59282,cheshire,1386896599,2023-01-18 11:22:34,Could you add a test which crashes it?,Could you add a test which crashes it?,MEMBER
59037,arfaian,1386272230,2023-01-18 0:15:57,"Building the whl for armv6 should be fixed with 63c028fe7ba4d82c0ad9156533acaddaad377049 and was broken for some time due to an outdated toolchain. @Athuliva you can sync to HEAD and run the following command:
```sh
make -C tensorflow/lite/tools/pip_package docker-build TENSORFLOW_TARGET=rpi0
```",Building the whl for armv6 should be fixed with 63c028fe7ba4d82c0ad9156533acaddaad377049 and was broken for some time due to an outdated toolchain.,MEMBER
58925,aaudiber,1386163935,2023-01-17 22:23:22,"The issue with the original repro is that it doesn't set the `reshuffle_each_iteration` argument to [shuffle](https://www.tensorflow.org/api_docs/python/tf/data/Dataset?version=nightly#shuffle). By default `shuffle` will reshuffle, so you get a different order each iteration.
You can [save dataset iterators into checkpoints](https://www.tensorflow.org/guide/checkpoint#create_the_checkpoint_objects), so that they can be restored to the exact state.",The issue with the original repro is that it doesn't set the reshuffle_each_iteration argument to shuffle.,CONTRIBUTOR
59277,snadampal,1386016333,2023-01-17 20:34:02,"Not ready for merge yet.
ARM CI build passed but it's not testing with TF_ONEDNN_ASSUME_FROZEN_WEIGHTS=1
I see few unit test failures when I tested locally with the above flag. Will fix and update the PR.",ARM CI build passed but it's not testing with TF_ONEDNN_ASSUME_FROZEN_WEIGHTS=1,CONTRIBUTOR
56852,k-w-w,1385834571,2023-01-17 18:14:12,"Sorry for extremely late reply. Use `strategy.run` to call the model, or use `model.fit`. Here is the guide: https://www.tensorflow.org/guide/distributed_training#use_tfdistributestrategy_with_custom_training_loops
Only model creation should be done inside of the distribution scope.",Sorry for extremely late reply.,MEMBER
58014,cantonios,1385731582,2023-01-17 16:57:55,"@milpuz01 is this still active? If not, we should close it.","""If not, we should close it.""",CONTRIBUTOR
59229,SuryanarayanaY,1385084305,2023-01-17 9:26:06,"@kamil5b ,
The CUDA Driver version (528.02) may not compatible with the CUDA library i.e CUDA-11.2 here. You may try to install Driver version compatible with CUDA 11.2 library from [here](https://www.nvidia.com/Download/index.aspx). For example Driver Version 470.161.03 may be suitable for CUDA 11.2-11.4. Please try this and let us know if it works.",The CUDA Driver version (528.02) may not compatible with the CUDA library i.e CUDA-11.2 here.,COLLABORATOR
59263,pjpratik,1383962053,2023-01-16 12:11:07,Closing this as spam. Will be reopened once the template is updated.,Closing this as spam.,CONTRIBUTOR
59048,akuegel,1383738443,2023-01-16 9:29:27,@cheshire I think my review comment was not addressed yet. The PR as-is will fail when we try to merge it.,I think my review comment was not addressed yet.,MEMBER
58763,reedwm,1382331275,2023-01-13 20:03:25,Sorry for the delays in merging. This is failing internal tests and we are still trying to figure out why. We hope to have it merged soon.,delays in merging,MEMBER
58022,ymwangg,1382218433,2023-01-13 18:17:47,Can someone from Google take this over? I tried several test cases but non of them can capture this bug in tensorflow.,I tried several test cases but non of them can capture this bug in tensorflow.,CONTRIBUTOR
56647,adis300,1381858755,2023-01-13 13:35:42,"> I have signed the CLA multiple times. I am pretty sure the recheck feature doesn't work for me. It show's me ""400. That’s an error.
That’s all we know."" with a Google logo.
I noticed as a Googler you could help me to rescan this pull request from the page.
""Googlers: Go [here](https://goto.google.com/prinfo/github.com%2Ftensorflow%2Ftensorflow%2Fpull%2F56647) to view more details and manage scans for this pull request.""","I have signed the CLA multiple times. I am pretty sure the recheck feature doesn't work for me. It show's me ""400. That’s an error. That’s all we know."" with a Google logo. I noticed as a Googler you could help me to rescan this pull request from the page. ""Googlers: Go [here](https://goto.google.com/prinfo/github.com%2Ftensorflow%2Ftensorflow%2Fpull%2",CONTRIBUTOR
59242,pjpratik,1381540963,2023-01-13 9:35:28,"@clime When attempting to remove a function, a segmentation fault may occur if the garbage collector in the child process is unable to properly manage the TensorFlow objects inherited from the parent process. Further, `gc.disable()`may cause memory leak issue. Can you please provide any reproducible code to further expedite the trouble shooting process?","attempting to remove a function, a segmentation fault may occur if the garbage collector in the child process is unable to properly manage the TensorFlow objects inherited from the parent process.",CONTRIBUTOR
58973,chenmoneygithub,1380866070,2023-01-12 18:53:33,"`deepcopy` is not supported due to the restriction on distribution strategy. you can actually bypass the issue by nullifying the `self._distribution_strategy`, i.e.,
```
strategy = old_optimizer._distribution_strategy
old_optimizer._distribution_strategy = None
new_optimizer = deepcopy(old_optimizer)
new_optimizer._distribution_strategy = strategy
```
Also we will not deprecate the old optimizer, but not adding new features to it.",deepcopy is not supported due to the restriction on distribution strategy.,CONTRIBUTOR
53765,Flamefire,1380204771,2023-01-12 11:42:53,This seems to be currently broken. Testing with TF 2.9.1 and Abseil 20220623.1 I get undefined references due to missing `cordz_functions` library e.g. `cordz_should_profile_slow` and even fails before due Bazel files referencing `hash_testing` which isn't included either.,I get undefined references due to missing cordz_functions library e.g. cordz_should_profile_slow and even fails before due Bazel files referencing hash_testing which isn't included either.,CONTRIBUTOR
59035,SuryanarayanaY,1379996232,2023-01-12 8:52:40,"Hi @maifeeulasad ,
The requested feature may not be possible inside the Model.However your intention is to use GPU you can use the context of tf.device('GPU') like below where the code within this context runs under GPU.
```
with tf.device('GPU'):
model = tf.keras.models.Sequential()
model.add(tf.keras.Input(shape=(1,), dtype=tf.string))
model.add(StringLayer())
```",The requested feature may not be possible inside the Model.However your intention is to use GPU you can use the context of tf.device('GPU') like below where the code within this context runs under GPU.,COLLABORATOR
59235,mihaimaruseac,1379782280,2023-01-12 4:02:35,"nothing filled in, closing as spam","nothing filled in, closing as spam",COLLABORATOR
53146,zichuan-wei,1379510017,2023-01-11 21:31:25,"still can't reproduce the error on the latest tip, running XNNPACK on 1 - 4 threads results in: 39.441ms, 19.834ms, 14.066ms and 11.099ms respectively, matching expected behaviour",still can't reproduce the error on the latest tip,CONTRIBUTOR
59224,mohantym,1378561846,2023-01-11 10:48:43,Sorry! Closing as duplicate to PR #58753 .,Closing as duplicate to PR #58753 ..,CONTRIBUTOR
56947,penpornk,1377625938,2023-01-10 17:43:15,[ARM CI failures](https://github.com/tensorflow/tensorflow/actions/runs/3883911445/jobs/6626246458) seem to be already failing tests (7 tests; no new failures).,"""ARM CI failures""",MEMBER
58071,penpornk,1377625335,2023-01-10 17:42:47,[ARM CI failures](https://github.com/tensorflow/tensorflow/actions/runs/3856922764/jobs/6623077289) seem to be already failing tests (7 tests; no new failures).,[ARM CI failures](https://github.com/tensorflow/tensorflow/actions/runs/3856922764/jobs/6623077289) seem to be already failing tests (7 tests; no new failures).,MEMBER
55411,penpornk,1377624767,2023-01-10 17:42:23,[ARM CI failures](https://github.com/tensorflow/tensorflow/actions/runs/3883926311/jobs/6626240719) seem to be already failing tests (7 tests; no new failures).,[ARM CI failures](https://github.com/tensorflow/tensorflow/actions/runs/3883926311/jobs/6626240719) seem to be already failing tests (7 tests; no new failures).,MEMBER
59192,mihaimaruseac,1377487535,2023-01-10 15:59:26,@tilakrayal Security issues sometimes manifest by running the code multiple times. If you run the same cell multiple times you will get the session crashing.,"""Security issues sometimes manifest by running the code multiple times.""",COLLABORATOR
58640,rohan100jain,1377347791,2023-01-10 14:15:42,"To be safe one option would be to hollow out the kernel implementation and just throw an error. That could also lead to a fair amount of code deletion?
We leave it like that for one release and next release if no one complains, we can then do the full scale deletion",To be safe one option would be to hollow out the kernel implementation and just throw an error. That could also lead to a fair amount of code deletion?,MEMBER
58640,rohan100jain,1377346911,2023-01-10 14:15:02,"Do we expect these ops to ever show up in a SavedModel? If not, I think its fine to remove them.","Do we expect these ops to ever show up in a SavedModel? If not, I think its fine to remove them.",MEMBER
59203,joker-eph,1376572865,2023-01-10 1:02:31,Seems like the check should just be relaxed to not be so picky about the precision,The check should just be relaxed to not be so picky about the precision.,CONTRIBUTOR
58851,nouiz,1376397021,2023-01-09 22:09:40,"Any update? I tried locally, now it build, but without the CUDA backend included:
```
2023-01-09 22:03:33.475237: I tensorflow/compiler/xla/service/platform_util.cc:72] platform Host present but no XLA compiler available:
could not find registered compiler for platform Host -- was support for that platform linked in?
2023-01-09 22:03:33.475295: F tensorflow/compiler/xla/client/client_library.cc:127] Non-OK-status: client_status.status() status: NOT_F
OUND: no platforms found
```","I tried locally, now it build, but without the CUDA backend included: ",CONTRIBUTOR
58248,apivovarov,1376328450,2023-01-09 21:16:26,"@sushreebarsa @jkr26 I do not think the comment gives exact solution to TF-TRT users on how to return fast TF-TRT inference back.
It seems that the only working solution which we have now is to revert commit 612a531",I do not think the comment gives exact solution to TF-TRT users on how to return fast TF-TRT inference back. It seems that the only working solution which we have now is to revert commit 612a531.,CONTRIBUTOR
56783,gaurides,1376151022,2023-01-09 19:12:46,"Adding @ezhulenev back to the review, not sure how he was removed","Adding @ezhulenev back to the review, not sure how he was removed.",CONTRIBUTOR
59117,pavanimajety,1375998444,2023-01-09 17:32:46,"@mohantym I am able to consistently reproduce with the nightly build or any commit from almost first week of December. I believe it doesn't matter that the issue is not reproducible in 2.11, since I am on the latest releases for TF, Cuda and Cudnn.",I am able to consistently reproduce with the nightly build or any commit from almost first week of December.,CONTRIBUTOR
59192,mihaimaruseac,1375946498,2023-01-09 16:56:23,This is serious and will need fixing,This is serious and will need fixing.,COLLABORATOR
59081,dev0x13,1375778839,2023-01-09 15:17:09,"I confirm the issue. The exact same auxiliary script wrapping Bazel calls (with `--config=monolithic`) producing different libtensorflow_cc.so artifacts for 2.9.3 and 2.10.1: the former is actually monolithic and the latter depends on libtensorflow_framework.so.
Also with `--config=monolithic` I experience the same errors OP does.
I can provide more details on my setup if needed.",The exact same auxiliary script wrapping Bazel calls (with --config=monolithic) producing different libtensorflow_cc.so artifacts for 2.9.3 and 2.10.1: the former is actually monolithic and the latter depends on libtensorflow_framework.so. Also with --config=monolithic I experience the same errors OP does.,CONTRIBUTOR
59086,SuryanarayanaY,1375097678,2023-01-09 4:32:36,"@nimashiri ,
I tried to execute the same code few times again and i can't get the illegal memory error.Please refer to attached snapshot.
<img width=""1512"" alt=""Screenshot 2023-01-08 at 12 38 27 PM"" src=""https://user-images.githubusercontent.com/116063290/211241317-fb853e62-eae9-4e76-a57f-19077b3e4a9a.png"">
As the behaviour is not observed now shall we close the issue now ? Please feel free to report if you find the behaviour again.Awaiting your confirmation.Thank you!",I tried to execute the same code few times again and i can't get the illegal memory error.,COLLABORATOR
58657,rsanthanam-amd,1374843475,2023-01-08 14:00:54,"When I make this change, I get some other error so I am currently debugging that.","""I get some other error so I am currently debugging that.""",CONTRIBUTOR
58995,SuryanarayanaY,1374389403,2023-01-07 6:10:38,"@Neizvestnyj ,
Sorry,I couldn't notice earlier you are using DirectML plugin.For windows native Tensorflow GPU supported for TF 2.10 Versions.Anything TF>=2.11v will not support GPU on windows native.
Can you try this setting `tf.config.set_soft_device_placement(True)` and let us know if it works.","""I couldn't notice earlier you are using DirectML plugin.For windows native Tensorflow GPU supported for TF 2.10 Versions.Anything TF>=2.11v will not support GPU on windows native.""",COLLABORATOR
59094,johnnkp,1373236553,2023-01-06 7:14:45,Downgrade AGP doesn't help. Errors still occur.,Downgrade AGP doesn't help. Errors still occur.,CONTRIBUTOR
58813,akuegel,1373191858,2023-01-06 6:18:58,"I am back from vacation, but not the person who needs to approve it internally.","I am back from vacation, but not the person who needs to approve it internally.",MEMBER
58678,jameshilliard,1372921257,2023-01-05 23:23:16,Anything holding this up from being merged? I see a `Google internal checks FAILED for runs with create time 2022-12-30T16:36:16.327881750Z.` test failure but there aren't any failure details visible.,I see a Google internal checks Failed for runs with create time 2022-12-30T16:36:16.327881750Z. test failure but there aren't any failure details visible.,CONTRIBUTOR
58677,jameshilliard,1372920645,2023-01-05 23:22:22,Anything holding this up from being merged? I see a `Google internal checks FAILED for runs with create time 2022-12-30T01:04:31.307953960Z.` test failure but there aren't any failure details visible.,I see a Google internal checks Failed for runs with create time 2022-12-30T01:04:31.307953960Z. test failure but there aren't any failure details visible.,CONTRIBUTOR
59111,nluehr,1372651997,2023-01-05 19:40:54,This fix doesn't seem to be sufficient with the latest commits in the master branch. I need to investigate the test failures I'm seeing on A100 more closely. Closing this PR for now.,I need to investigate the test failures I'm seeing on A100 more closely.,CONTRIBUTOR
59078,cantonios,1372642352,2023-01-05 19:30:41,"Visible to who? I'm pushing through a fix for this on our end. The XLA error message was slightly different, causing the `*_xla_gpu` test to fail.","The XLA error message was slightly different, causing the *_xla_gpu test to fail.",CONTRIBUTOR
47285,sachinprasadhs,1372591229,2023-01-05 18:37:36,"`tf.keras.backend` API is not suggested for public use, most of the functions which are not listed fall under legacy code.
Users are encouraged to use alternative Tensorflow APIs as the direct usage.","API is not suggested for public use, most of the functions which are not listed fall under legacy code. Users are encouraged to use alternative Tensorflow APIs as the direct usage.",CONTRIBUTOR
59072,SuryanarayanaY,1371817401,2023-01-05 6:02:33,Closing the issue as it is duplicate of #58809,Closing the issue as it is duplicate of #58809,COLLABORATOR
58539,tatwaichong,1371276460,2023-01-04 18:29:05,"For PReLU, this change performs rescale on the tensor of input and alpha before and after the multiplication. My colleague @Tai78641 found out my previous patch didn't consider zero point in the operation, so the incorrect result happens in certain numeric ranges.","""My colleague @Tai78641 found out my previous patch didn't consider zero point in the operation, so the incorrect result happens in certain numeric ranges.""",CONTRIBUTOR
58248,sushreebarsa,1371178136,2023-01-04 16:54:41,"@apivovarov I tried to replicate the issue on colab using tf-nightly, and faced `RuntimeError: Tensorflow has not been built with TensorRT support`. Please find the gist [here](https://colab.research.google.com/gist/sushreebarsa/c6be14b1375c204f48de99e30c521d04/58248.ipynb) and confirm the same?
Thank you!","""RuntimeError: Tensorflow has not been built with TensorRT support""",CONTRIBUTOR
58665,mihaimaruseac,1370387156,2023-01-04 1:19:24,"It got pulled in the Google system (see the 2 copybara checks). However, it seems internal build fails, probably some system is looking for the same error message (Hyrum's Law).
Someone will need to look at it internally and try to fix.","""It seems internal build fails, probably some system is looking for the same error message (Hyrum's Law)""",COLLABORATOR
56647,mihaimaruseac,1370386507,2023-01-04 1:17:56,"> > Please sign CLA. We shouldn't have reviewed before that
> > I signed the CLA a few months ago. Clicked ""update check"" and google showed me 404 error.
> > I tried again today, and still 404. You can help me on rechecking the commit as a Googler?
If you are not currently covered under a CLA, please visit https://cla.developers.google.com/. Once you've signed, follow the ""New Contributors"" link at the bottom of this page to update this check.","""I tried again today, and still 404.""",COLLABORATOR
58867,cantonios,1369969377,2023-01-03 16:26:30,"> Hi @cantonios Can you please review this PR ? Thank you!
I added my review, and there was no response.","I added my review, and there was no response.",CONTRIBUTOR
58769,joker-eph,1369882788,2023-01-03 15:13:04,"It's waiting on an internal reviewer to come back from vacations, should get done ""soon"".","waiting on an internal reviewer to come back from vacations, should get done ""soon"".",CONTRIBUTOR
57128,tilakrayal,1369598215,2023-01-03 10:19:10,"@sachinprasadhs,
I was able to reproduce the issue on tensorflow [v2.9](https://colab.research.google.com/gist/tilakrayal/fc3bb093faa07f69c6e82f49cb1efdd9/untitled831.ipynb), [v2.11](https://colab.research.google.com/gist/tilakrayal/01952d120576ddb7108abad1625fbadb/untitled832.ipynb) and [nightly](https://colab.research.google.com/gist/tilakrayal/2075154ea5c2a250e9399e97ea0ba2f3/untitled833.ipynb). Kindly find the gist.",I was able to reproduce the issue on tensorflow [v2.9](https://colab.research.google.com/gist/tilakrayal/fc3bb093faa07f69c6e82f49cb1efdd9/untitled831.ipynb),CONTRIBUTOR
56647,adis300,1369339151,2023-01-03 2:39:28,"> Please sign CLA. We shouldn't have reviewed before that
I signed the CLA a few months ago. Clicked ""update check"" and google showed me 404 error.
I tried again today, and still 404. You can help me on rechecking the commit as a Googler?","""update check"" and ""google showed me 404 error""",CONTRIBUTOR
58995,SuryanarayanaY,1368670476,2023-01-02 5:37:56,"@Neizvestnyj ,
I observed you installed tensorflow-cpu==2.10 and it seems you are trying to use GPU also. Since Windows native can support GPU for TF <=2.10 v could you uninstall tensorflow and then try removing cpu tag with `pip install tensorflow==2.10` and let us know if problem still persists.","""I observed you installed tensorflow-cpu==2.10 and it seems you are trying to use GPU also.""",COLLABORATOR
58996,edwardyehuang,1368099803,2022-12-30 21:45:59,"> I think the overflow fixes have to be in C++, not in Python
Agree. The example below is also dangerous.
```
import tensorflow as tf
a = 2147483647
a = tf.convert_to_tensor(a, tf.int32)
print(a) # tf.Tensor(2147483647, shape=(), dtype=int32)
b = a + tf.constant(1, tf.int32)
print(b) # tf.Tensor(-2147483648, shape=(), dtype=int32)
```","I think the overflow fixes have to be in C++, not in Python",CONTRIBUTOR
58982,mihaimaruseac,1368005020,2022-12-30 16:41:34,"TF 2.3 was released before Python 3.9. Dependencies it contains are also not able to work with Python 3.9
On the other hand, you are compiling from source and if you look at the error message closely this is what is happening to `scipy` too, pip tries to compile it from source. You could succeed if you ensure you have the needed environment to do that, but this is no longer a TF issue.
Hence, closing.",TF 2.3 was released before Python 3.9. Dependencies it contains are also not able to work with Python 3.9,COLLABORATOR
58221,mihaimaruseac,1367720168,2022-12-30 4:35:49,"There are no changes when this gets imported. This is because internal autoformatter is different.
Closing PR and associated issue.",No changes when this gets imported. This is because internal autoformatter is different. Closing PR and associated issue.,COLLABORATOR
53469,mihaimaruseac,1367452458,2022-12-29 16:37:17,This keeps failing internal tests. Let me see if I can quickly generate a fix,This keeps failing internal tests.,COLLABORATOR
52464,SamuelMarks,1367451049,2022-12-29 16:34:47,"@mihaimaruseac It's not stale, looking at master your latest commit to that file still has the wrong type: https://github.com/tensorflow/tensorflow/blob/dd79e90/tensorflow/compiler/jit/increase_dynamism_for_auto_jit_pass.cc#L80","""It's not stale, looking at master your latest commit to that file still has the wrong type""",CONTRIBUTOR
58285,bhack,1367385871,2022-12-29 14:53:45,"Here we have multiple values that we have not set (-1).
The PR is editable on your side so we could differentiate the number of days x labels. We need to set something to replace `-1`
E.g. `contribution welcome` could have a different threshold from `awaiting response` etc..",awaiting response,CONTRIBUTOR
58978,freedomtan,1367295121,2022-12-29 12:45:57,"> Should this also check that the ranks are equal?
@mihaimaruseac I guess NO, because NNAPI does support broadcast (rank=1), see [documentation of NNAPI's ADD op](https://developer.android.com/ndk/reference/group/neural-networks#group___neural_networks_1ggaabbe492c60331b13038e39d4207940e0ad681988001e5f8ab73230a311f4ab034)","""I guess NO, because NNAPI does support broadcast (rank=1), see [documentation of NNAPI's ADD op](https://developer.android.com/ndk/reference/group/neural-networks#group___neural_networks_1ggaabbe492c60331b13038e39d4207940e0ad681988001e5f8ab73230a311f4ab034)""",CONTRIBUTOR
33312,mihaimaruseac,1367078981,2022-12-29 5:18:43,Closing stale PR. Should be reopened when modular filesystem is fully implemented.,Closing stale PR.,COLLABORATOR
42903,mihaimaruseac,1367078577,2022-12-29 5:17:10,Closing stale PR. Please reopen if still needed and wanting to work on it.,Closing stale PR. Please reopen if still needed and wanting to work on it.,COLLABORATOR
54352,mihaimaruseac,1367076575,2022-12-29 5:10:32,"Closing as blocked by protobuf update. When protobuf updates this will also be updated, so the PR will be obsolete",Closing as blocked by protobuf update.,COLLABORATOR
54519,mihaimaruseac,1367075775,2022-12-29 5:08:18,Closing as it stalled. Please open a new one when coming back to this,Closing as it stalled.,COLLABORATOR
52217,mihaimaruseac,1366842044,2022-12-28 18:29:24,@gbaned another one which had the old CLA and failed to import. Needed to force trigger new CLA scan and then it works,"""had the old CLA and failed to import""",COLLABORATOR
53005,mihaimaruseac,1366837185,2022-12-28 18:19:42,@gbaned This fails because CLA check did not pass before. I triggered a force scan now,"""CLA check did not pass before""",COLLABORATOR
58817,seanshpark,1365602062,2022-12-27 4:21:31,"@joker-eph , @nutsiepully doesn't seem to have time so can someone else take the review?","""doesn't seem to have time""",CONTRIBUTOR
59015,mihaimaruseac,1365275972,2022-12-26 16:28:39,"Please only report vulnerabilities for __the latest__ version of TF. Old versions cannot be patched, and in this case, it looks like someone already patched these, so your report on old versions can only result in duplicated work.
Also check your report for duplicates against previous versions at https://github.com/tensorflow/tensorflow/blob/master/tensorflow/security/README.md","""It looks like someone already patched these, so your report on old versions can only result in duplicated work.""",COLLABORATOR
59005,mihaimaruseac,1365275832,2022-12-26 16:28:07,"Using all available RAM is not an issue that we should spend time on, since in this case this is similar to user calling `malloc(a_very_huge_number)` and then expecting this to work.
There's a difference if a small input can generate a large memory allocation, but this doesn't seem to be case","Using all available RAM is not an issue that we should spend time on, since in this case this is similar to user calling malloc(a_very_huge_number) and then expecting this to work.",COLLABORATOR
59012,mihaimaruseac,1365275322,2022-12-26 16:26:26,"Please only report vulnerabilities for __the latest__ version of TF. Old versions cannot be patched, and in this case, it looks like someone already patched these, so your report on old versions can only result in duplicated work.
Also check your report for duplicates against previous versions at https://github.com/tensorflow/tensorflow/blob/master/tensorflow/security/README.md
Please reopen if this occurs on 2.11, preemptively closing now as all other reports on 2.4 seem to have been resolved.","""Please only report vulnerabilities for __the latest__ version of TF.""",COLLABORATOR
59010,mihaimaruseac,1365274867,2022-12-26 16:25:06,"Please only report vulnerabilities for __the latest__ version of TF. Old versions cannot be patched, and in this case, it looks like someone already patched these, so your report on old versions can only result in duplicated work.
Also check your report for duplicates against previous versions at https://github.com/tensorflow/tensorflow/blob/master/tensorflow/security/README.md
Please reopen if still present in 2.11, closing as all other similar issues so far have been false positives.","""Please only report vulnerabilities for __the latest__ version of TF.""",COLLABORATOR
59000,mihaimaruseac,1365273892,2022-12-26 16:22:09,"No. Please only report vulnerabilities for __the latest__ version of TF. Old versions cannot be patched, and in this case, it looks like someone already patched these, so your report on old versions can only result in duplicated work.
Also check your report for duplicates against previous versions at https://github.com/tensorflow/tensorflow/blob/master/tensorflow/security/README.md","No. Please only report vulnerabilities for __the latest__ version of TF. Old versions cannot be patched, and in this case, it looks like someone already patched these, so your report on old versions can only result in duplicated work. Also check your report for duplicates against previous versions at https://github.com/tensorflow/tensorflow/blob/master/tensorflow/security/README.md.",COLLABORATOR
59004,mihaimaruseac,1365272936,2022-12-26 16:19:31,"This seems invalid. Affected version is old, out of support.","This seems invalid. Affected version is old, out of support.",COLLABORATOR
